POA_CODE_2021	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
POA2485	Flat/apartment	9 or more storey block	3	81
POA2485	Flat/apartment	Attached to a house	1	3
POA2485	Separate house			47
POA2485	Separate house		0	5
POA2485	Separate house		1	74
POA2485	Separate house		2	468
POA2485	Separate house		3	1126
POA2485	Separate house		4	656
POA2485	Separate house		5	132
POA2485	Separate house		6	26
POA2486			1	8
POA2486			2	5
POA2486			3	3
POA2486		1 storey		54
POA2486		1 storey	1	159
POA2486		1 storey	2	866
POA2486		1 storey	3	1389
POA2486		1 storey	4	69
POA2486		1 storey	5	3
POA2486		2 storeys or more		16
POA2486		2 storeys or more	1	23
POA2486		2 storeys or more	2	201
POA2486		2 storeys or more	3	593
POA2486		2 storeys or more	4	59
POA2486	(Other)		0	7
POA2486	(Other)		1	44
POA2486	(Other)		2	39
POA2486	(Other)		3	3
POA2486	Flat/apartment	1 or 2 storey block		8
POA2486	Flat/apartment	1 or 2 storey block	0	12
POA2486	Flat/apartment	1 or 2 storey block	1	102
POA2486	Flat/apartment	1 or 2 storey block	2	220
POA2486	Flat/apartment	1 or 2 storey block	3	70
POA2486	Flat/apartment	1 or 2 storey block	4	3
POA2486	Flat/apartment	3 storey block		6
POA2486	Flat/apartment	3 storey block	1	72
POA2486	Flat/apartment	3 storey block	2	151
POA2486	Flat/apartment	3 storey block	3	28
POA2486	Flat/apartment	4-8 storey block	1	11
POA2486	Flat/apartment	4-8 storey block	2	8
POA2486	Flat/apartment	9 or more storey block	2	4
POA2486	Flat/apartment	9 or more storey block	3	45
POA2486	Flat/apartment	9 or more storey block	4	5
POA2486	Flat/apartment	Attached to a house	1	12
POA2486	Flat/apartment	Attached to a house	2	9
POA2486	Flat/apartment	Attached to a house	3	4
POA2486	Flat/apartment	Attached to a house	4	3
POA2486	Separate house			139
POA2486	Separate house		0	23
POA2486	Separate house		1	172
POA2486	Separate house		2	713
POA2486	Separate house		3	3245
POA2486	Separate house		4	3327
POA2486	Separate house		5	692
POA2486	Separate house		6	165
POA2487			0	3
POA2487			1	10
POA2487			2	5
POA2487			3	6
POA2487			4	5
POA2487		1 storey		3
POA2487		1 storey	1	7
POA2487		1 storey	2	165
POA2487		1 storey	3	157
POA2487		1 storey	4	5
POA2487		2 storeys or more		3
POA2487		2 storeys or more	1	14
POA2487		2 storeys or more	2	153
POA2487		2 storeys or more	3	260
POA2487		2 storeys or more	4	19
POA2487		2 storeys or more	5	8
POA2487	(Other)			13
POA2487	(Other)		0	17
POA2487	(Other)		1	219
POA2487	(Other)		2	171
POA2487	(Other)		3	11
POA2487	(Other)		4	6
POA2487	(Other)		5	5
POA2487	Flat/apartment	1 or 2 storey block		3
POA2487	Flat/apartment	1 or 2 storey block	1	54
POA2487	Flat/apartment	1 or 2 storey block	2	111
POA2487	Flat/apartment	1 or 2 storey block	3	69
POA2487	Flat/apartment	1 or 2 storey block	4	5
POA2487	Flat/apartment	3 storey block		3
POA2487	Flat/apartment	3 storey block	1	25
POA2487	Flat/apartment	3 storey block	2	234
POA2487	Flat/apartment	3 storey block	3	171
POA2487	Flat/apartment	3 storey block	4	8
POA2487	Flat/apartment	4-8 storey block		3
POA2487	Flat/apartment	4-8 storey block	1	8
POA2487	Flat/apartment	4-8 storey block	2	70
POA2487	Flat/apartment	4-8 storey block	3	51
POA2487	Flat/apartment	Attached to a house	1	7
POA2487	Separate house			37
POA2487	Separate house		0	9
POA2487	Separate house		1	114
POA2487	Separate house		2	477
POA2487	Separate house		3	1193
POA2487	Separate house		4	1366
POA2487	Separate house		5	371
POA2487	Separate house		6	66
POA2488		1 storey		4
POA2488		1 storey	0	3
POA2488		1 storey	1	14
POA2488		1 storey	2	80
POA2488		1 storey	3	111
POA2488		1 storey	4	5
POA2488		2 storeys or more	2	14
POA2488		2 storeys or more	3	77
POA2488		2 storeys or more	4	9
POA2488	Flat/apartment	1 or 2 storey block	1	15
POA2488	Flat/apartment	1 or 2 storey block	2	32
POA2488	Flat/apartment	1 or 2 storey block	3	16
POA2488	Flat/apartment	3 storey block	2	38
POA2488	Flat/apartment	3 storey block	3	6
POA2488	Flat/apartment	Attached to a house	1	3
POA2488	Separate house			16
POA2488	Separate house		1	16
POA2488	Separate house		2	52
POA2488	Separate house		3	416
POA2488	Separate house		4	254
POA2488	Separate house		5	54
POA2488	Separate house		6	11
POA2489			2	3
POA2489		1 storey	2	54
POA2489		1 storey	3	158
POA2489		1 storey	4	10
POA2489		2 storeys or more		4
POA2489		2 storeys or more	1	16
POA2489		2 storeys or more	2	16
POA2489		2 storeys or more	3	201
POA2489		2 storeys or more	4	6
POA2489	(Other)		0	8
POA2489	(Other)		1	14
POA2489	(Other)		2	39
POA2489	(Other)		3	7
POA2489	(Other)		4	3
POA2489	Flat/apartment	1 or 2 storey block		3
POA2489	Flat/apartment	1 or 2 storey block	0	8
POA2489	Flat/apartment	1 or 2 storey block	1	10
POA2489	Flat/apartment	1 or 2 storey block	2	46
POA2489	Flat/apartment	1 or 2 storey block	3	12
POA2489	Flat/apartment	3 storey block	1	15
POA2489	Flat/apartment	3 storey block	2	92
POA2489	Flat/apartment	3 storey block	3	7
POA2489	Flat/apartment	Attached to a house	1	9
POA2489	Flat/apartment	Attached to a house	3	6
POA2489	Flat/apartment	Attached to a house	4	3
POA2489	Separate house			23
POA2489	Separate house		0	6
POA2489	Separate house		1	27
POA2489	Separate house		2	129
POA2489	Separate house		3	808
POA2489	Separate house		4	950
POA2489	Separate house		5	138
POA2489	Separate house		6	14
POA2490	Separate house		1	13
POA2490	Separate house		2	28
POA2490	Separate house		3	117
POA2490	Separate house		4	57
POA2490	Separate house		5	21
POA2490	Separate house		6	5
POA2500				13
POA2500			0	8
POA2500			1	16
POA2500			2	16
POA2500			3	10
POA2500			4	3
POA2500			6	9
POA2500		1 storey		4
POA2500		1 storey	0	7
POA2500		1 storey	1	44
POA2500		1 storey	2	207
POA2500		1 storey	3	238
POA2500		1 storey	4	17
POA2500		1 storey	5	12
POA2500		2 storeys or more		16
POA2500		2 storeys or more	1	51
POA2500		2 storeys or more	2	445
POA2500		2 storeys or more	3	755
POA2500		2 storeys or more	4	88
POA2500		2 storeys or more	5	11
POA2500	(Other)			3
POA2500	(Other)		1	37
POA2500	(Other)		2	65
POA2500	(Other)		3	23
POA2500	Flat/apartment	1 or 2 storey block		22
POA2500	Flat/apartment	1 or 2 storey block	0	33
POA2500	Flat/apartment	1 or 2 storey block	1	520
POA2500	Flat/apartment	1 or 2 storey block	2	1177
POA2500	Flat/apartment	1 or 2 storey block	3	234
POA2500	Flat/apartment	1 or 2 storey block	4	41
POA2500	Flat/apartment	1 or 2 storey block	5	4
POA2500	Flat/apartment	1 or 2 storey block	6	8
POA2500	Flat/apartment	3 storey block		42
POA2500	Flat/apartment	3 storey block	0	16
POA2500	Flat/apartment	3 storey block	1	274
POA2500	Flat/apartment	3 storey block	2	1465
POA2500	Flat/apartment	3 storey block	3	263
POA2500	Flat/apartment	3 storey block	4	10
POA2500	Flat/apartment	4-8 storey block		42
POA2500	Flat/apartment	4-8 storey block	0	8
POA2500	Flat/apartment	4-8 storey block	1	349
POA2500	Flat/apartment	4-8 storey block	2	1899
POA2500	Flat/apartment	4-8 storey block	3	833
POA2500	Flat/apartment	4-8 storey block	4	37
POA2500	Flat/apartment	4-8 storey block	6	3
POA2500	Flat/apartment	9 or more storey block		23
POA2500	Flat/apartment	9 or more storey block	0	12
POA2500	Flat/apartment	9 or more storey block	1	242
POA2500	Flat/apartment	9 or more storey block	2	1103
POA2500	Flat/apartment	9 or more storey block	3	657
POA2500	Flat/apartment	9 or more storey block	4	35
POA2500	Flat/apartment	Attached to a house	1	9
POA2500	Flat/apartment	Attached to a house	2	10
POA2500	Flat/apartment	Attached to a house	3	7
POA2500	Flat/apartment	Attached to a house	4	10
POA2500	Flat/apartment	Attached to a house	5	4
POA2500	Separate house			72
POA2500	Separate house		0	7
POA2500	Separate house		1	69
POA2500	Separate house		2	709
POA2500	Separate house		3	2894
POA2500	Separate house		4	1904
POA2500	Separate house		5	534
POA2500	Separate house		6	156
POA2502		1 storey		4
POA2502		1 storey	0	3
POA2502		1 storey	1	30
POA2502		1 storey	2	55
POA2502		1 storey	3	37
POA2502		1 storey	4	16
POA2502		2 storeys or more		9
POA2502		2 storeys or more	1	32
POA2502		2 storeys or more	2	36
POA2502		2 storeys or more	3	154
POA2502		2 storeys or more	4	23
POA2502		2 storeys or more	5	6
POA2502	(Other)		3	7
POA2502	(Other)		4	3
POA2502	Flat/apartment	1 or 2 storey block		10
POA2502	Flat/apartment	1 or 2 storey block	1	91
POA2502	Flat/apartment	1 or 2 storey block	2	213
POA2502	Flat/apartment	1 or 2 storey block	3	108
POA2502	Flat/apartment	1 or 2 storey block	4	14
POA2502	Flat/apartment	1 or 2 storey block	5	3
POA2502	Flat/apartment	1 or 2 storey block	6	3
POA2502	Flat/apartment	3 storey block	1	7
POA2502	Flat/apartment	3 storey block	2	44
POA2502	Flat/apartment	3 storey block	3	21
POA2502	Flat/apartment	3 storey block	4	4
POA2502	Flat/apartment	4-8 storey block	1	25
POA2502	Flat/apartment	4-8 storey block	2	14
POA2502	Flat/apartment	Attached to a house	1	13
POA2502	Flat/apartment	Attached to a house	2	17
POA2502	Flat/apartment	Attached to a house	3	10
POA2502	Flat/apartment	Attached to a house	4	3
POA2502	Separate house			50
POA2502	Separate house		0	4
POA2502	Separate house		1	54
POA2502	Separate house		2	537
POA2502	Separate house		3	1944
POA2502	Separate house		4	790
POA2502	Separate house		5	171
POA2502	Separate house		6	53
POA2505			2	4
POA2505		1 storey		3
POA2505		1 storey	1	17
POA2505		1 storey	2	29
POA2505		1 storey	3	14
POA2505		2 storeys or more		3
POA2505		2 storeys or more	2	30
POA2505		2 storeys or more	3	33
POA2505		2 storeys or more	4	3
POA2505	(Other)		4	3
POA2505	Flat/apartment	1 or 2 storey block	1	37
POA2505	Flat/apartment	1 or 2 storey block	2	107
POA2505	Flat/apartment	1 or 2 storey block	3	22
POA2505	Flat/apartment	1 or 2 storey block	4	5
POA2505	Flat/apartment	3 storey block		4
POA2505	Flat/apartment	3 storey block	0	3
POA2505	Flat/apartment	3 storey block	1	39
POA2505	Flat/apartment	3 storey block	2	83
POA2505	Flat/apartment	3 storey block	3	4
POA2505	Flat/apartment	Attached to a house	2	5
POA2505	Flat/apartment	Attached to a house	3	3
POA2505	Separate house			24
POA2505	Separate house		0	3
POA2505	Separate house		1	25
POA2505	Separate house		2	231
POA2505	Separate house		3	786
POA2505	Separate house		4	382
POA2505	Separate house		5	79
POA2505	Separate house		6	11
POA2506		1 storey	2	9
POA2506		1 storey	3	9
POA2506		2 storeys or more		8
POA2506		2 storeys or more	2	23
POA2506		2 storeys or more	3	29
POA2506	Flat/apartment	1 or 2 storey block		5
POA2506	Flat/apartment	1 or 2 storey block	0	12
POA2506	Flat/apartment	1 or 2 storey block	1	92
POA2506	Flat/apartment	1 or 2 storey block	2	66
POA2506	Flat/apartment	1 or 2 storey block	3	20
POA2506	Flat/apartment	3 storey block	1	4
POA2506	Flat/apartment	3 storey block	2	10
POA2506	Flat/apartment	3 storey block	3	8
POA2506	Flat/apartment	Attached to a house	2	6
POA2506	Flat/apartment	Attached to a house	3	4
POA2506	Separate house			47
POA2506	Separate house		1	10
POA2506	Separate house		2	327
POA2506	Separate house		3	1432
POA2506	Separate house		4	622
POA2506	Separate house		5	85
POA2506	Separate house		6	32
POA2508			2	7
POA2508			3	5
POA2508			4	4
POA2508		1 storey	2	11
POA2508		1 storey	3	13
POA2508		2 storeys or more	1	3
POA2508		2 storeys or more	2	19
POA2508		2 storeys or more	3	47
POA2508		2 storeys or more	4	5
POA2508	(Other)		2	3
POA2508	(Other)		3	13
POA2508	(Other)		4	4
POA2508	Flat/apartment	1 or 2 storey block	2	98
POA2508	Flat/apartment	1 or 2 storey block	3	123
POA2508	Flat/apartment	1 or 2 storey block	4	10
POA2508	Flat/apartment	3 storey block	2	56
POA2508	Flat/apartment	3 storey block	3	17
POA2508	Flat/apartment	Attached to a house	1	3
POA2508	Flat/apartment	Attached to a house	2	3
POA2508	Flat/apartment	Attached to a house	3	5
POA2508	Flat/apartment	Attached to a house	4	3
POA2508	Flat/apartment	Attached to a house	6	3
POA2508	Separate house			14
POA2508	Separate house		1	40
POA2508	Separate house		2	155
POA2508	Separate house		3	1110
POA2508	Separate house		4	971
POA2508	Separate house		5	270
POA2508	Separate house		6	56
POA2515			3	3
POA2515			5	3
POA2515		1 storey		13
POA2515		1 storey	1	11
POA2515		1 storey	2	50
POA2515		1 storey	3	30
POA2515		1 storey	4	4
POA2515		2 storeys or more		3
POA2515		2 storeys or more	1	3
POA2515		2 storeys or more	2	105
POA2515		2 storeys or more	3	167
POA2515		2 storeys or more	4	27
POA2515		2 storeys or more	5	4
POA2515	(Other)		2	7
POA2515	(Other)		3	4
POA2515	Flat/apartment	1 or 2 storey block		4
POA2515	Flat/apartment	1 or 2 storey block	1	14
POA2515	Flat/apartment	1 or 2 storey block	2	110
POA2515	Flat/apartment	1 or 2 storey block	3	37
POA2515	Flat/apartment	1 or 2 storey block	4	3
POA2515	Flat/apartment	1 or 2 storey block	5	3
POA2515	Flat/apartment	1 or 2 storey block	6	3
POA2515	Flat/apartment	3 storey block	1	7
POA2515	Flat/apartment	3 storey block	2	57
POA2515	Flat/apartment	3 storey block	3	55
POA2515	Flat/apartment	3 storey block	4	3
POA2515	Flat/apartment	4-8 storey block	2	8
POA2515	Flat/apartment	4-8 storey block	3	7
POA2515	Flat/apartment	Attached to a house	1	8
POA2515	Flat/apartment	Attached to a house	2	9
POA2515	Flat/apartment	Attached to a house	3	3
POA2515	Separate house			20
POA2515	Separate house		0	4
POA2515	Separate house		1	62
POA2515	Separate house		2	321
POA2515	Separate house		3	1379
POA2515	Separate house		4	1180
POA2515	Separate house		5	326
POA2515	Separate house		6	72
POA2516		1 storey	1	21
POA2516		1 storey	2	46
POA2516		1 storey	3	31
POA2516		2 storeys or more	1	4
POA2516		2 storeys or more	2	43
POA2516		2 storeys or more	3	64
POA2516		2 storeys or more	4	10
POA2516	(Other)		1	3
POA2516	Flat/apartment	1 or 2 storey block	0	4
POA2516	Flat/apartment	1 or 2 storey block	1	37
POA2516	Flat/apartment	1 or 2 storey block	2	100
POA2516	Flat/apartment	1 or 2 storey block	3	54
POA2516	Flat/apartment	1 or 2 storey block	5	6
POA2516	Flat/apartment	3 storey block	2	6
POA2516	Flat/apartment	3 storey block	3	6
POA2516	Flat/apartment	Attached to a house	2	7
POA2516	Flat/apartment	Attached to a house	4	7
POA2516	Separate house			14
POA2516	Separate house		1	15
POA2516	Separate house		2	193
POA2516	Separate house		3	732
POA2516	Separate house		4	698
POA2516	Separate house		5	191
POA2516	Separate house		6	53
POA2517			3	5
POA2517		1 storey	1	27
POA2517		1 storey	2	129
POA2517		1 storey	3	74
POA2517		1 storey	4	4
POA2517		2 storeys or more		4
POA2517		2 storeys or more	1	66
POA2517		2 storeys or more	2	181
POA2517		2 storeys or more	3	359
POA2517		2 storeys or more	4	29
POA2517	(Other)		1	6
POA2517	(Other)		2	15
POA2517	(Other)		3	5
POA2517	Flat/apartment	1 or 2 storey block		11
POA2517	Flat/apartment	1 or 2 storey block	1	47
POA2517	Flat/apartment	1 or 2 storey block	2	393
POA2517	Flat/apartment	1 or 2 storey block	3	250
POA2517	Flat/apartment	1 or 2 storey block	4	14
POA2517	Flat/apartment	3 storey block	1	9
POA2517	Flat/apartment	3 storey block	2	89
POA2517	Flat/apartment	3 storey block	3	14
POA2517	Flat/apartment	4-8 storey block	2	63
POA2517	Flat/apartment	4-8 storey block	3	6
POA2517	Flat/apartment	Attached to a house	1	9
POA2517	Flat/apartment	Attached to a house	2	6
POA2517	Flat/apartment	Attached to a house	4	5
POA2517	Separate house			17
POA2517	Separate house		0	3
POA2517	Separate house		1	12
POA2517	Separate house		2	242
POA2517	Separate house		3	1490
POA2517	Separate house		4	1271
POA2517	Separate house		5	295
POA2517	Separate house		6	51
POA2518			2	3
POA2518			3	7
POA2518			4	3
POA2518		1 storey		8
POA2518		1 storey	1	99
POA2518		1 storey	2	503
POA2518		1 storey	3	264
POA2518		1 storey	4	30
POA2518		2 storeys or more		24
POA2518		2 storeys or more	1	167
POA2518		2 storeys or more	2	480
POA2518		2 storeys or more	3	620
POA2518		2 storeys or more	4	47
POA2518		2 storeys or more	5	9
POA2518	(Other)		0	9
POA2518	(Other)		1	12
POA2518	(Other)		2	19
POA2518	(Other)		3	8
POA2518	(Other)		4	6
POA2518	(Other)		5	6
POA2518	Flat/apartment	1 or 2 storey block		10
POA2518	Flat/apartment	1 or 2 storey block	1	82
POA2518	Flat/apartment	1 or 2 storey block	2	423
POA2518	Flat/apartment	1 or 2 storey block	3	63
POA2518	Flat/apartment	1 or 2 storey block	4	15
POA2518	Flat/apartment	1 or 2 storey block	5	8
POA2518	Flat/apartment	3 storey block		4
POA2518	Flat/apartment	3 storey block	1	24
POA2518	Flat/apartment	3 storey block	2	236
POA2518	Flat/apartment	3 storey block	3	22
POA2518	Flat/apartment	4-8 storey block	0	7
POA2518	Flat/apartment	4-8 storey block	1	19
POA2518	Flat/apartment	4-8 storey block	2	110
POA2518	Flat/apartment	4-8 storey block	3	7
POA2518	Flat/apartment	Attached to a house	1	6
POA2518	Flat/apartment	Attached to a house	2	14
POA2518	Flat/apartment	Attached to a house	3	11
POA2518	Flat/apartment	Attached to a house	4	4
POA2518	Separate house			53
POA2518	Separate house		0	8
POA2518	Separate house		1	43
POA2518	Separate house		2	508
POA2518	Separate house		3	2329
POA2518	Separate house		4	1308
POA2518	Separate house		5	330
POA2518	Separate house		6	70
POA2519			1	3
POA2519			3	5
POA2519		1 storey		8
POA2519		1 storey	1	46
POA2519		1 storey	2	240
POA2519		1 storey	3	190
POA2519		1 storey	4	16
POA2519		2 storeys or more		15
POA2519		2 storeys or more	1	61
POA2519		2 storeys or more	2	262
POA2519		2 storeys or more	3	378
POA2519		2 storeys or more	4	33
POA2519	(Other)		1	5
POA2519	(Other)		2	11
POA2519	(Other)		3	10
POA2519	(Other)		4	3
POA2519	Flat/apartment	1 or 2 storey block		8
POA2519	Flat/apartment	1 or 2 storey block	1	59
POA2519	Flat/apartment	1 or 2 storey block	2	191
POA2519	Flat/apartment	1 or 2 storey block	3	29
POA2519	Flat/apartment	1 or 2 storey block	4	4
POA2519	Flat/apartment	1 or 2 storey block	5	3
POA2519	Flat/apartment	3 storey block	2	36
POA2519	Flat/apartment	3 storey block	3	8
POA2519	Flat/apartment	4-8 storey block		6
POA2519	Flat/apartment	4-8 storey block	0	3
POA2519	Flat/apartment	4-8 storey block	1	75
POA2519	Flat/apartment	4-8 storey block	2	209
POA2519	Flat/apartment	4-8 storey block	3	95
POA2519	Flat/apartment	Attached to a house	1	3
POA2519	Flat/apartment	Attached to a house	2	15
POA2519	Flat/apartment	Attached to a house	3	4
POA2519	Flat/apartment	Attached to a house	4	3
POA2519	Separate house			38
POA2519	Separate house		1	39
POA2519	Separate house		2	458
POA2519	Separate house		3	1969
POA2519	Separate house		4	1460
POA2519	Separate house		5	456
POA2519	Separate house		6	90
POA2525		1 storey	0	9
POA2525		1 storey	1	33
POA2525		1 storey	2	91
POA2525		1 storey	3	78
POA2525		2 storeys or more		3
POA2525		2 storeys or more	2	46
POA2525		2 storeys or more	3	144
POA2525		2 storeys or more	4	9
POA2525	(Other)			4
POA2525	(Other)		0	8
POA2525	(Other)		1	52
POA2525	(Other)		2	73
POA2525	(Other)		3	10
POA2525	Flat/apartment	1 or 2 storey block		6
POA2525	Flat/apartment	1 or 2 storey block	1	29
POA2525	Flat/apartment	1 or 2 storey block	2	94
POA2525	Flat/apartment	1 or 2 storey block	3	17
POA2525	Flat/apartment	3 storey block	2	20
POA2525	Flat/apartment	3 storey block	3	5
POA2525	Flat/apartment	Attached to a house	2	3
POA2525	Separate house			20
POA2525	Separate house		1	19
POA2525	Separate house		2	93
POA2525	Separate house		3	1458
POA2525	Separate house		4	1475
POA2525	Separate house		5	404
POA2525	Separate house		6	65
POA2526			2	6
POA2526			3	4
POA2526		1 storey		7
POA2526		1 storey	1	18
POA2526		1 storey	2	94
POA2526		1 storey	3	53
POA2526		1 storey	4	12
POA2526		2 storeys or more		5
POA2526		2 storeys or more	1	8
POA2526		2 storeys or more	2	47
POA2526		2 storeys or more	3	117
POA2526		2 storeys or more	4	5
POA2526		2 storeys or more	6	3
POA2526	(Other)		2	5
POA2526	Flat/apartment	1 or 2 storey block		7
POA2526	Flat/apartment	1 or 2 storey block	1	70
POA2526	Flat/apartment	1 or 2 storey block	2	144
POA2526	Flat/apartment	1 or 2 storey block	3	24
POA2526	Flat/apartment	1 or 2 storey block	4	4
