SA4_NAME16	DwellingStructure	DwellingSubtype	HouseholdComposition	occupied_private_dwellings
Illawarra	Flat/apartment	9 or more storey block	One parent family with children	94
Illawarra	Flat/apartment	9 or more storey block	Other family	14
Illawarra	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	1697
Illawarra	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	2100
Illawarra	Semi-detached, row/terrace house, townhouse etc.		Group household	451
Illawarra	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	3119
Illawarra	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	1348
Illawarra	Semi-detached, row/terrace house, townhouse etc.		Other family	102
Illawarra	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	691
Illawarra	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	1378
Illawarra	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	203
Illawarra	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	3019
Illawarra	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	807
Illawarra	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	78
Illawarra	Separate house		Couple family with children	32224
Illawarra	Separate house		Couple family with no children	23685
Illawarra	Separate house		Group household	2220
Illawarra	Separate house		Lone-person household	14444
Illawarra	Separate house		One parent family with children	10322
Illawarra	Separate house		Other family	791
Mid North Coast			Couple family with children	35
Mid North Coast			Couple family with no children	77
Mid North Coast			Group household	14
Mid North Coast			Lone-person household	168
Mid North Coast			One parent family with children	18
Mid North Coast			Other family	4
Mid North Coast	(Other)	Cabin household	Couple family with children	13
Mid North Coast	(Other)	Cabin household	Couple family with no children	202
Mid North Coast	(Other)	Cabin household	Group household	32
Mid North Coast	(Other)	Cabin household	Lone-person household	441
Mid North Coast	(Other)	Cabin household	One parent family with children	31
Mid North Coast	(Other)	Cabin household	Other family	3
Mid North Coast	(Other)	Caravan	Couple family with children	20
Mid North Coast	(Other)	Caravan	Couple family with no children	94
Mid North Coast	(Other)	Caravan	Group household	10
Mid North Coast	(Other)	Caravan	Lone-person household	221
Mid North Coast	(Other)	Caravan	One parent family with children	12
Mid North Coast	(Other)	House or flat attached to a shop, office, etc	Couple family with children	31
Mid North Coast	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	36
Mid North Coast	(Other)	House or flat attached to a shop, office, etc	Group household	10
Mid North Coast	(Other)	House or flat attached to a shop, office, etc	Lone-person household	106
Mid North Coast	(Other)	House or flat attached to a shop, office, etc	One parent family with children	32
Mid North Coast	(Other)	House or flat attached to a shop, office, etc	Other family	3
Mid North Coast	(Other)	Improvised home, tent sleepers	Couple family with no children	9
Mid North Coast	(Other)	Improvised home, tent sleepers	Lone-person household	11
Mid North Coast	(Other)	Improvised home, tent sleepers	One parent family with children	4
Mid North Coast	Flat/apartment		Couple family with children	26
Mid North Coast	Flat/apartment		Couple family with no children	31
Mid North Coast	Flat/apartment		Group household	4
Mid North Coast	Flat/apartment		Lone-person household	28
Mid North Coast	Flat/apartment		One parent family with children	10
Mid North Coast	Flat/apartment	1 or 2 storey block	Couple family with children	188
Mid North Coast	Flat/apartment	1 or 2 storey block	Couple family with no children	702
Mid North Coast	Flat/apartment	1 or 2 storey block	Group household	174
Mid North Coast	Flat/apartment	1 or 2 storey block	Lone-person household	2699
Mid North Coast	Flat/apartment	1 or 2 storey block	One parent family with children	412
Mid North Coast	Flat/apartment	1 or 2 storey block	Other family	44
Mid North Coast	Flat/apartment	3 storey block	Couple family with children	67
Mid North Coast	Flat/apartment	3 storey block	Couple family with no children	275
Mid North Coast	Flat/apartment	3 storey block	Group household	49
Mid North Coast	Flat/apartment	3 storey block	Lone-person household	713
Mid North Coast	Flat/apartment	3 storey block	One parent family with children	84
Mid North Coast	Flat/apartment	3 storey block	Other family	5
Mid North Coast	Flat/apartment	4-8 storey block	Couple family with children	69
Mid North Coast	Flat/apartment	4-8 storey block	Couple family with no children	396
Mid North Coast	Flat/apartment	4-8 storey block	Group household	64
Mid North Coast	Flat/apartment	4-8 storey block	Lone-person household	742
Mid North Coast	Flat/apartment	4-8 storey block	One parent family with children	95
Mid North Coast	Flat/apartment	4-8 storey block	Other family	5
Mid North Coast	Flat/apartment	9 or more storey block	Couple family with children	10
Mid North Coast	Flat/apartment	9 or more storey block	Couple family with no children	100
Mid North Coast	Flat/apartment	9 or more storey block	Lone-person household	87
Mid North Coast	Flat/apartment	9 or more storey block	One parent family with children	15
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	207
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	506
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.		Group household	76
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	808
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	283
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.		Other family	19
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	399
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	1706
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	227
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	3764
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	710
Mid North Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	47
Mid North Coast	Separate house		Couple family with children	18119
Mid North Coast	Separate house		Couple family with no children	26404
Mid North Coast	Separate house		Group household	2037
Mid North Coast	Separate house		Lone-person household	17780
Mid North Coast	Separate house		One parent family with children	9092
Mid North Coast	Separate house		Other family	719
Murray			Couple family with children	26
Murray			Couple family with no children	62
Murray			Group household	12
Murray			Lone-person household	96
Murray			One parent family with children	9
Murray	(Other)	Cabin household	Couple family with no children	34
Murray	(Other)	Cabin household	Lone-person household	62
Murray	(Other)	Cabin household	One parent family with children	3
Murray	(Other)	Caravan	Couple family with children	3
Murray	(Other)	Caravan	Couple family with no children	32
Murray	(Other)	Caravan	Group household	6
Murray	(Other)	Caravan	Lone-person household	67
Murray	(Other)	House or flat attached to a shop, office, etc	Couple family with children	13
Murray	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	26
Murray	(Other)	House or flat attached to a shop, office, etc	Group household	4
Murray	(Other)	House or flat attached to a shop, office, etc	Lone-person household	20
Murray	(Other)	House or flat attached to a shop, office, etc	One parent family with children	5
Murray	(Other)	Improvised home, tent sleepers	Couple family with children	4
Murray	(Other)	Improvised home, tent sleepers	Couple family with no children	6
Murray	(Other)	Improvised home, tent sleepers	Group household	3
Murray	Flat/apartment		Couple family with no children	6
Murray	Flat/apartment	1 or 2 storey block	Couple family with children	22
Murray	Flat/apartment	1 or 2 storey block	Couple family with no children	71
Murray	Flat/apartment	1 or 2 storey block	Group household	12
Murray	Flat/apartment	1 or 2 storey block	Lone-person household	262
Murray	Flat/apartment	1 or 2 storey block	One parent family with children	22
Murray	Flat/apartment	1 or 2 storey block	Other family	3
Murray	Flat/apartment	3 storey block	Couple family with children	13
Murray	Flat/apartment	3 storey block	Couple family with no children	11
Murray	Flat/apartment	3 storey block	Group household	12
Murray	Flat/apartment	3 storey block	Lone-person household	43
Murray	Flat/apartment	4-8 storey block	Couple family with no children	11
Murray	Flat/apartment	4-8 storey block	Lone-person household	13
Murray	Flat/apartment	4-8 storey block	One parent family with children	3
Murray	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	30
Murray	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	78
Murray	Semi-detached, row/terrace house, townhouse etc.		Group household	23
Murray	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	286
Murray	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	51
Murray	Semi-detached, row/terrace house, townhouse etc.		Other family	4
Murray	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	315
Murray	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	896
Murray	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	197
Murray	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	3269
Murray	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	434
Murray	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	57
Murray	Separate house		Couple family with children	11543
Murray	Separate house		Couple family with no children	13311
Murray	Separate house		Group household	1095
Murray	Separate house		Lone-person household	10398
Murray	Separate house		One parent family with children	4378
Murray	Separate house		Other family	339
New England and North West			Couple family with children	37
New England and North West			Couple family with no children	70
New England and North West			Group household	19
New England and North West			Lone-person household	153
New England and North West			One parent family with children	16
