CED_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Newcastle	Flat/apartment	4-8 storey block	0	57
Newcastle	Flat/apartment	4-8 storey block	1	419
Newcastle	Flat/apartment	4-8 storey block	2	953
Newcastle	Flat/apartment	4-8 storey block	3	443
Newcastle	Flat/apartment	4-8 storey block	4	24
Newcastle	Flat/apartment	4-8 storey block	6	8
Newcastle	Flat/apartment	9 or more storey block		10
Newcastle	Flat/apartment	9 or more storey block	0	24
Newcastle	Flat/apartment	9 or more storey block	1	415
Newcastle	Flat/apartment	9 or more storey block	2	634
Newcastle	Flat/apartment	9 or more storey block	3	274
Newcastle	Flat/apartment	9 or more storey block	4	23
Newcastle	Flat/apartment	Attached to a house		4
Newcastle	Flat/apartment	Attached to a house	1	78
Newcastle	Flat/apartment	Attached to a house	2	112
Newcastle	Flat/apartment	Attached to a house	3	62
Newcastle	Flat/apartment	Attached to a house	4	22
Newcastle	Flat/apartment	Attached to a house	5	10
Newcastle	Separate house			384
Newcastle	Separate house		0	73
Newcastle	Separate house		1	538
Newcastle	Separate house		2	6577
Newcastle	Separate house		3	21823
Newcastle	Separate house		4	11912
Newcastle	Separate house		5	2616
Newcastle	Separate house		6	571
North Sydney				11
North Sydney			0	3
North Sydney			1	40
North Sydney			2	32
North Sydney			3	18
North Sydney			4	10
North Sydney		1 storey		9
North Sydney		1 storey	0	10
North Sydney		1 storey	1	78
North Sydney		1 storey	2	780
North Sydney		1 storey	3	906
North Sydney		1 storey	4	228
North Sydney		1 storey	5	23
North Sydney		2 storeys or more		24
North Sydney		2 storeys or more	0	13
North Sydney		2 storeys or more	1	303
North Sydney		2 storeys or more	2	1192
North Sydney		2 storeys or more	3	2822
North Sydney		2 storeys or more	4	567
North Sydney		2 storeys or more	5	67
North Sydney		2 storeys or more	6	16
North Sydney	(Other)			3
North Sydney	(Other)		0	12
North Sydney	(Other)		1	44
North Sydney	(Other)		2	62
North Sydney	(Other)		3	26
North Sydney	(Other)		4	6
North Sydney	(Other)		5	3
North Sydney	Flat/apartment	1 or 2 storey block		48
North Sydney	Flat/apartment	1 or 2 storey block	0	92
North Sydney	Flat/apartment	1 or 2 storey block	1	1075
North Sydney	Flat/apartment	1 or 2 storey block	2	2840
North Sydney	Flat/apartment	1 or 2 storey block	3	1014
North Sydney	Flat/apartment	1 or 2 storey block	4	75
North Sydney	Flat/apartment	1 or 2 storey block	5	12
North Sydney	Flat/apartment	1 or 2 storey block	6	6
North Sydney	Flat/apartment	3 storey block		98
North Sydney	Flat/apartment	3 storey block	0	252
North Sydney	Flat/apartment	3 storey block	1	2184
North Sydney	Flat/apartment	3 storey block	2	6414
North Sydney	Flat/apartment	3 storey block	3	1662
North Sydney	Flat/apartment	3 storey block	4	65
North Sydney	Flat/apartment	3 storey block	5	8
North Sydney	Flat/apartment	3 storey block	6	6
North Sydney	Flat/apartment	4-8 storey block		100
North Sydney	Flat/apartment	4-8 storey block	0	303
North Sydney	Flat/apartment	4-8 storey block	1	3259
North Sydney	Flat/apartment	4-8 storey block	2	6230
North Sydney	Flat/apartment	4-8 storey block	3	1786
North Sydney	Flat/apartment	4-8 storey block	4	38
North Sydney	Flat/apartment	4-8 storey block	5	8
North Sydney	Flat/apartment	4-8 storey block	6	4
North Sydney	Flat/apartment	9 or more storey block		107
North Sydney	Flat/apartment	9 or more storey block	0	546
North Sydney	Flat/apartment	9 or more storey block	1	3756
North Sydney	Flat/apartment	9 or more storey block	2	5287
North Sydney	Flat/apartment	9 or more storey block	3	1775
North Sydney	Flat/apartment	9 or more storey block	4	69
North Sydney	Flat/apartment	9 or more storey block	6	7
North Sydney	Flat/apartment	Attached to a house		6
North Sydney	Flat/apartment	Attached to a house	1	9
North Sydney	Flat/apartment	Attached to a house	2	36
North Sydney	Flat/apartment	Attached to a house	3	23
North Sydney	Flat/apartment	Attached to a house	4	20
North Sydney	Flat/apartment	Attached to a house	5	4
North Sydney	Separate house			106
North Sydney	Separate house		0	25
North Sydney	Separate house		1	132
North Sydney	Separate house		2	1577
North Sydney	Separate house		3	6919
North Sydney	Separate house		4	8156
North Sydney	Separate house		5	3588
North Sydney	Separate house		6	680
Page				22
Page			0	20
Page			1	62
Page			2	65
Page			3	52
Page			4	22
Page			5	8
Page			6	4
Page		1 storey		95
Page		1 storey	0	37
Page		1 storey	1	396
Page		1 storey	2	1907
Page		1 storey	3	907
Page		1 storey	4	89
Page		1 storey	5	8
Page		1 storey	6	7
Page		2 storeys or more		27
Page		2 storeys or more	0	11
Page		2 storeys or more	1	120
Page		2 storeys or more	2	703
Page		2 storeys or more	3	573
Page		2 storeys or more	4	88
Page		2 storeys or more	5	23
Page		2 storeys or more	6	11
Page	(Other)			76
Page	(Other)		0	165
Page	(Other)		1	502
Page	(Other)		2	297
Page	(Other)		3	177
Page	(Other)		4	74
Page	(Other)		5	13
Page	(Other)		6	3
Page	Flat/apartment		0	3
Page	Flat/apartment	1 or 2 storey block		58
Page	Flat/apartment	1 or 2 storey block	0	28
Page	Flat/apartment	1 or 2 storey block	1	371
Page	Flat/apartment	1 or 2 storey block	2	1128
Page	Flat/apartment	1 or 2 storey block	3	382
Page	Flat/apartment	1 or 2 storey block	4	49
Page	Flat/apartment	1 or 2 storey block	5	5
Page	Flat/apartment	1 or 2 storey block	6	7
Page	Flat/apartment	3 storey block		4
Page	Flat/apartment	3 storey block	1	14
Page	Flat/apartment	3 storey block	2	146
Page	Flat/apartment	3 storey block	3	28
Page	Flat/apartment	3 storey block	4	4
Page	Flat/apartment	4-8 storey block	1	5
Page	Flat/apartment	4-8 storey block	2	10
Page	Flat/apartment	Attached to a house		4
Page	Flat/apartment	Attached to a house	1	48
Page	Flat/apartment	Attached to a house	2	63
Page	Flat/apartment	Attached to a house	3	36
Page	Flat/apartment	Attached to a house	4	14
Page	Flat/apartment	Attached to a house	5	9
Page	Separate house			961
Page	Separate house		0	331
Page	Separate house		1	1512
Page	Separate house		2	7043
Page	Separate house		3	25247
Page	Separate house		4	16430
Page	Separate house		5	3254
Page	Separate house		6	781
Parkes				47
Parkes			0	16
Parkes			1	81
Parkes			2	97
Parkes			3	114
Parkes			4	72
Parkes			5	35
Parkes			6	33
Parkes		1 storey		104
Parkes		1 storey	0	22
Parkes		1 storey	1	408
Parkes		1 storey	2	1821
Parkes		1 storey	3	517
Parkes		1 storey	4	131
Parkes		1 storey	5	21
Parkes		1 storey	6	13
Parkes		2 storeys or more		9
Parkes		2 storeys or more	1	37
Parkes		2 storeys or more	2	127
Parkes		2 storeys or more	3	54
Parkes		2 storeys or more	4	7
Parkes		2 storeys or more	5	3
Parkes		2 storeys or more	6	6
Parkes	(Other)			50
Parkes	(Other)		0	57
Parkes	(Other)		1	166
Parkes	(Other)		2	128
Parkes	(Other)		3	93
Parkes	(Other)		4	31
Parkes	(Other)		5	3
Parkes	(Other)		6	3
Parkes	Flat/apartment	1 or 2 storey block		62
Parkes	Flat/apartment	1 or 2 storey block	0	39
Parkes	Flat/apartment	1 or 2 storey block	1	567
Parkes	Flat/apartment	1 or 2 storey block	2	1015
Parkes	Flat/apartment	1 or 2 storey block	3	135
Parkes	Flat/apartment	1 or 2 storey block	4	24
Parkes	Flat/apartment	1 or 2 storey block	5	3
Parkes	Flat/apartment	3 storey block	1	5
Parkes	Flat/apartment	3 storey block	2	6
Parkes	Flat/apartment	4-8 storey block	2	5
Parkes	Flat/apartment	Attached to a house	1	10
Parkes	Flat/apartment	Attached to a house	2	14
Parkes	Flat/apartment	Attached to a house	3	3
Parkes	Flat/apartment	Attached to a house	4	6
Parkes	Separate house			1050
Parkes	Separate house		0	133
Parkes	Separate house		1	885
Parkes	Separate house		2	5605
Parkes	Separate house		3	22196
Parkes	Separate house		4	15865
Parkes	Separate house		5	2970
Parkes	Separate house		6	781
Parramatta				25
Parramatta			0	8
Parramatta			1	50
Parramatta			2	97
Parramatta			3	31
Parramatta			4	10
Parramatta		1 storey		52
Parramatta		1 storey	0	46
Parramatta		1 storey	1	361
Parramatta		1 storey	2	764
Parramatta		1 storey	3	778
Parramatta		1 storey	4	113
Parramatta		1 storey	5	25
Parramatta		1 storey	6	5
Parramatta		2 storeys or more		131
Parramatta		2 storeys or more	0	39
Parramatta		2 storeys or more	1	495
Parramatta		2 storeys or more	2	1695
Parramatta		2 storeys or more	3	4071
Parramatta		2 storeys or more	4	1544
Parramatta		2 storeys or more	5	240
Parramatta		2 storeys or more	6	29
Parramatta	(Other)			4
Parramatta	(Other)		0	6
Parramatta	(Other)		1	19
Parramatta	(Other)		2	134
Parramatta	(Other)		3	54
Parramatta	(Other)		4	7
Parramatta	(Other)		5	3
Parramatta	Flat/apartment	1 or 2 storey block		80
Parramatta	Flat/apartment	1 or 2 storey block	0	57
Parramatta	Flat/apartment	1 or 2 storey block	1	702
Parramatta	Flat/apartment	1 or 2 storey block	2	3445
Parramatta	Flat/apartment	1 or 2 storey block	3	583
Parramatta	Flat/apartment	1 or 2 storey block	4	49
Parramatta	Flat/apartment	1 or 2 storey block	5	4
Parramatta	Flat/apartment	1 or 2 storey block	6	7
Parramatta	Flat/apartment	3 storey block		172
Parramatta	Flat/apartment	3 storey block	0	37
Parramatta	Flat/apartment	3 storey block	1	556
Parramatta	Flat/apartment	3 storey block	2	7552
Parramatta	Flat/apartment	3 storey block	3	1227
Parramatta	Flat/apartment	3 storey block	4	30
Parramatta	Flat/apartment	3 storey block	5	3
Parramatta	Flat/apartment	3 storey block	6	6
Parramatta	Flat/apartment	4-8 storey block		178
Parramatta	Flat/apartment	4-8 storey block	0	52
Parramatta	Flat/apartment	4-8 storey block	1	1409
Parramatta	Flat/apartment	4-8 storey block	2	7561
Parramatta	Flat/apartment	4-8 storey block	3	1644
Parramatta	Flat/apartment	4-8 storey block	4	34
Parramatta	Flat/apartment	4-8 storey block	5	5
Parramatta	Flat/apartment	4-8 storey block	6	4
Parramatta	Flat/apartment	9 or more storey block		124
Parramatta	Flat/apartment	9 or more storey block	0	201
Parramatta	Flat/apartment	9 or more storey block	1	1511
Parramatta	Flat/apartment	9 or more storey block	2	4747
Parramatta	Flat/apartment	9 or more storey block	3	705
Parramatta	Flat/apartment	9 or more storey block	4	18
Parramatta	Flat/apartment	9 or more storey block	5	4
Parramatta	Flat/apartment	Attached to a house		13
Parramatta	Flat/apartment	Attached to a house	1	34
Parramatta	Flat/apartment	Attached to a house	2	124
Parramatta	Flat/apartment	Attached to a house	3	61
Parramatta	Flat/apartment	Attached to a house	4	33
Parramatta	Flat/apartment	Attached to a house	5	15
Parramatta	Flat/apartment	Attached to a house	6	11
Parramatta	Separate house			394
Parramatta	Separate house		0	56
Parramatta	Separate house		1	376
Parramatta	Separate house		2	2669
Parramatta	Separate house		3	10622
Parramatta	Separate house		4	8025
Parramatta	Separate house		5	2975
Parramatta	Separate house		6	779
Paterson				11
Paterson			0	10
Paterson			1	32
Paterson			2	29
Paterson			3	40
Paterson			4	21
Paterson			5	8
Paterson		1 storey		99
Paterson		1 storey	0	8
Paterson		1 storey	1	342
Paterson		1 storey	2	2683
Paterson		1 storey	3	1716
Paterson		1 storey	4	192
Paterson		1 storey	5	10
Paterson		1 storey	6	4
Paterson		2 storeys or more		39
Paterson		2 storeys or more	1	231
Paterson		2 storeys or more	2	615
Paterson		2 storeys or more	3	1259
Paterson		2 storeys or more	4	322
Paterson		2 storeys or more	5	21
Paterson		2 storeys or more	6	11
Paterson	(Other)			25
Paterson	(Other)		0	38
Paterson	(Other)		1	197
Paterson	(Other)		2	254
Paterson	(Other)		3	80
Paterson	(Other)		4	15
Paterson	(Other)		5	3
Paterson	Flat/apartment	1 or 2 storey block		45
Paterson	Flat/apartment	1 or 2 storey block	0	11
Paterson	Flat/apartment	1 or 2 storey block	1	387
Paterson	Flat/apartment	1 or 2 storey block	2	510
Paterson	Flat/apartment	1 or 2 storey block	3	107
Paterson	Flat/apartment	1 or 2 storey block	4	21
Paterson	Flat/apartment	1 or 2 storey block	5	3
Paterson	Flat/apartment	1 or 2 storey block	6	7
Paterson	Flat/apartment	3 storey block		8
Paterson	Flat/apartment	3 storey block	0	3
Paterson	Flat/apartment	3 storey block	1	22
Paterson	Flat/apartment	3 storey block	2	121
Paterson	Flat/apartment	3 storey block	3	66
Paterson	Flat/apartment	3 storey block	4	4
Paterson	Flat/apartment	4-8 storey block		3
Paterson	Flat/apartment	4-8 storey block	1	28
Paterson	Flat/apartment	4-8 storey block	2	270
Paterson	Flat/apartment	4-8 storey block	3	144
Paterson	Flat/apartment	4-8 storey block	4	13
Paterson	Flat/apartment	Attached to a house	1	25
Paterson	Flat/apartment	Attached to a house	2	70
Paterson	Flat/apartment	Attached to a house	3	37
Paterson	Flat/apartment	Attached to a house	4	19
Paterson	Flat/apartment	Attached to a house	5	7
Paterson	Separate house			601
Paterson	Separate house		0	72
Paterson	Separate house		1	551
Paterson	Separate house		2	5072
Paterson	Separate house		3	22626
Paterson	Separate house		4	22510
Paterson	Separate house		5	3481
Paterson	Separate house		6	683
Reid				26
Reid			0	16
Reid			1	70
Reid			2	108
Reid			3	36
Reid			4	4
Reid		1 storey		23
Reid		1 storey	0	10
Reid		1 storey	1	174
Reid		1 storey	2	824
Reid		1 storey	3	649
Reid		1 storey	4	157
Reid		1 storey	5	28
Reid		1 storey	6	11
Reid		2 storeys or more		52
Reid		2 storeys or more	0	11
Reid		2 storeys or more	1	109
Reid		2 storeys or more	2	908
Reid		2 storeys or more	3	2352
Reid		2 storeys or more	4	684
Reid		2 storeys or more	5	107
Reid		2 storeys or more	6	51
Reid	(Other)			5
Reid	(Other)		0	30
Reid	(Other)		1	116
Reid	(Other)		2	245
Reid	(Other)		3	148
Reid	(Other)		4	23
Reid	(Other)		5	5
Reid	Flat/apartment	1 or 2 storey block		86
Reid	Flat/apartment	1 or 2 storey block	0	138
Reid	Flat/apartment	1 or 2 storey block	1	797
Reid	Flat/apartment	1 or 2 storey block	2	3085
Reid	Flat/apartment	1 or 2 storey block	3	1030
Reid	Flat/apartment	1 or 2 storey block	4	112
Reid	Flat/apartment	1 or 2 storey block	5	24
Reid	Flat/apartment	1 or 2 storey block	6	9
Reid	Flat/apartment	3 storey block		96
Reid	Flat/apartment	3 storey block	0	46
Reid	Flat/apartment	3 storey block	1	664
Reid	Flat/apartment	3 storey block	2	5300
Reid	Flat/apartment	3 storey block	3	1513
Reid	Flat/apartment	3 storey block	4	78
Reid	Flat/apartment	3 storey block	5	5
Reid	Flat/apartment	3 storey block	6	9
Reid	Flat/apartment	4-8 storey block		230
Reid	Flat/apartment	4-8 storey block	0	124
Reid	Flat/apartment	4-8 storey block	1	3715
Reid	Flat/apartment	4-8 storey block	2	10552
Reid	Flat/apartment	4-8 storey block	3	3343
Reid	Flat/apartment	4-8 storey block	4	155
Reid	Flat/apartment	4-8 storey block	5	46
Reid	Flat/apartment	4-8 storey block	6	3
Reid	Flat/apartment	9 or more storey block		179
Reid	Flat/apartment	9 or more storey block	0	53
Reid	Flat/apartment	9 or more storey block	1	3668
Reid	Flat/apartment	9 or more storey block	2	8348
Reid	Flat/apartment	9 or more storey block	3	1711
Reid	Flat/apartment	9 or more storey block	4	54
Reid	Flat/apartment	9 or more storey block	5	6
Reid	Flat/apartment	Attached to a house		3
Reid	Flat/apartment	Attached to a house	1	29
Reid	Flat/apartment	Attached to a house	2	72
Reid	Flat/apartment	Attached to a house	3	32
Reid	Flat/apartment	Attached to a house	4	31
Reid	Flat/apartment	Attached to a house	5	8
Reid	Flat/apartment	Attached to a house	6	9
Reid	Separate house			237
Reid	Separate house		0	48
Reid	Separate house		1	209
Reid	Separate house		2	1960
Reid	Separate house		3	8994
Reid	Separate house		4	7506
Reid	Separate house		5	3216
Reid	Separate house		6	973
Richmond				16
Richmond			0	28
Richmond			1	77
Richmond			2	51
Richmond			3	36
Richmond			4	22
Richmond			5	3
Richmond			6	6
Richmond		1 storey		127
Richmond		1 storey	0	10
Richmond		1 storey	1	318
Richmond		1 storey	2	2577
Richmond		1 storey	3	3206
Richmond		1 storey	4	209
Richmond		1 storey	5	25
Richmond		1 storey	6	6
Richmond		2 storeys or more		81
Richmond		2 storeys or more	0	10
Richmond		2 storeys or more	1	320
Richmond		2 storeys or more	2	1670
Richmond		2 storeys or more	3	2742
Richmond		2 storeys or more	4	254
Richmond		2 storeys or more	5	32
Richmond		2 storeys or more	6	10
Richmond	(Other)			73
Richmond	(Other)		0	123
Richmond	(Other)		1	550
Richmond	(Other)		2	535
Richmond	(Other)		3	107
Richmond	(Other)		4	25
Richmond	(Other)		5	7
Richmond	(Other)		6	3
Richmond	Flat/apartment		0	16
Richmond	Flat/apartment	1 or 2 storey block		86
Richmond	Flat/apartment	1 or 2 storey block	0	64
Richmond	Flat/apartment	1 or 2 storey block	1	569
Richmond	Flat/apartment	1 or 2 storey block	2	1699
Richmond	Flat/apartment	1 or 2 storey block	3	601
Richmond	Flat/apartment	1 or 2 storey block	4	55
Richmond	Flat/apartment	1 or 2 storey block	5	10
Richmond	Flat/apartment	1 or 2 storey block	6	7
Richmond	Flat/apartment	3 storey block		35
Richmond	Flat/apartment	3 storey block	1	159
Richmond	Flat/apartment	3 storey block	2	1225
Richmond	Flat/apartment	3 storey block	3	389
Richmond	Flat/apartment	3 storey block	4	8
Richmond	Flat/apartment	3 storey block	5	3
Richmond	Flat/apartment	4-8 storey block		14
Richmond	Flat/apartment	4-8 storey block	1	76
Richmond	Flat/apartment	4-8 storey block	2	389
Richmond	Flat/apartment	4-8 storey block	3	208
Richmond	Flat/apartment	4-8 storey block	4	9
Richmond	Flat/apartment	9 or more storey block		14
Richmond	Flat/apartment	9 or more storey block	1	54
Richmond	Flat/apartment	9 or more storey block	2	347
Richmond	Flat/apartment	9 or more storey block	3	127
Richmond	Flat/apartment	9 or more storey block	4	5
Richmond	Flat/apartment	Attached to a house		5
Richmond	Flat/apartment	Attached to a house	1	102
Richmond	Flat/apartment	Attached to a house	2	56
Richmond	Flat/apartment	Attached to a house	3	28
Richmond	Flat/apartment	Attached to a house	4	25
Richmond	Flat/apartment	Attached to a house	5	8
Richmond	Separate house			673
Richmond	Separate house		0	264
Richmond	Separate house		1	1450
Richmond	Separate house		2	5203
Richmond	Separate house		3	18167
Richmond	Separate house		4	14667
Richmond	Separate house		5	3127
Richmond	Separate house		6	746
Riverina				31
Riverina			0	7
Riverina			1	29
Riverina			2	33
Riverina			3	54
Riverina			4	36
Riverina			5	13
Riverina			6	7
Riverina		1 storey		72
Riverina		1 storey	0	19
Riverina		1 storey	1	304
Riverina		1 storey	2	1491
Riverina		1 storey	3	455
Riverina		1 storey	4	83
Riverina		1 storey	5	16
Riverina		1 storey	6	3
Riverina		2 storeys or more		5
Riverina		2 storeys or more	0	4
Riverina		2 storeys or more	1	32
Riverina		2 storeys or more	2	167
Riverina		2 storeys or more	3	116
Riverina		2 storeys or more	4	14
Riverina		2 storeys or more	5	3
Riverina	(Other)			21
Riverina	(Other)		0	39
Riverina	(Other)		1	99
Riverina	(Other)		2	82
Riverina	(Other)		3	70
Riverina	(Other)		4	29
Riverina	(Other)		5	15
Riverina	(Other)		6	18
Riverina	Flat/apartment	1 or 2 storey block		97
Riverina	Flat/apartment	1 or 2 storey block	0	34
Riverina	Flat/apartment	1 or 2 storey block	1	465
Riverina	Flat/apartment	1 or 2 storey block	2	2074
Riverina	Flat/apartment	1 or 2 storey block	3	266
Riverina	Flat/apartment	1 or 2 storey block	4	35
Riverina	Flat/apartment	1 or 2 storey block	5	7
Riverina	Flat/apartment	1 or 2 storey block	6	14
Riverina	Flat/apartment	3 storey block		5
Riverina	Flat/apartment	3 storey block	1	51
Riverina	Flat/apartment	3 storey block	2	79
Riverina	Flat/apartment	3 storey block	3	16
Riverina	Flat/apartment	4-8 storey block	1	10
Riverina	Flat/apartment	4-8 storey block	2	21
Riverina	Flat/apartment	4-8 storey block	3	16
Riverina	Flat/apartment	Attached to a house	1	8
Riverina	Flat/apartment	Attached to a house	2	17
